restaurant_id,name,cuisine,rating,price_range,location,category,reviews_count,features,image_url
140,Sanchez Ltd,Indian,4.2,$$$$,Los Angeles,Indian Dining & Bistro,826,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
141,Mccann Ltd,French,3.1,$$$,Los Angeles,French Dining & Bistro,1235,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
142,White LLC,Mexican,4.2,$$$,San Francisco,Mexican Dining & Bistro,1883,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
143,Burke-James,Thai,3.2,$,New York,Thai Dining & Bistro,1017,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
144,Reeves Inc,Japanese,4.3,$,New York,Japanese Dining & Bistro,973,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
145,"Mendoza, Stephens and Mitchell",Chinese,4.9,$$$,Chicago,Chinese Dining & Bistro,1426,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
146,Henderson Group,Japanese,4.3,$$$$,New York,Japanese Dining & Bistro,1784,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
147,Thomas and Sons,Japanese,4.7,$$,San Francisco,Japanese Dining & Bistro,1679,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
148,Wilson-Carlson,Thai,2.5,$$$$,Chicago,Thai Dining & Bistro,1944,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
149,Stewart-Smith,French,4.3,$$,Chicago,French Dining & Bistro,1999,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
150,Walsh Ltd,Chinese,4.6,$$$$,Los Angeles,Chinese Dining & Bistro,645,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
151,James-Ramsey,Italian,2.6,$,Los Angeles,Italian Dining & Bistro,1165,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
152,Bray LLC,American,4.7,$$$,New York,American Dining & Bistro,1070,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
153,Berger and Sons,Thai,3.1,$$$,Chicago,Thai Dining & Bistro,412,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
154,"Bolton, Mills and Bennett",Mexican,4.2,$,Los Angeles,Mexican Dining & Bistro,1534,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
155,"White, Williams and Perry",Italian,4.5,$$,San Francisco,Italian Dining & Bistro,236,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
156,Andrews and Sons,American,4.2,$$,Los Angeles,American Dining & Bistro,1092,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
157,Oneal-Soto,Mexican,2.7,$$,Los Angeles,Mexican Dining & Bistro,1052,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
158,Ewing-Mccann,Japanese,4.0,$,Chicago,Japanese Dining & Bistro,179,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
159,"Miller, Young and Harris",Indian,3.9,$$,Chicago,Indian Dining & Bistro,440,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
160,Norman Inc,Mexican,4.8,$,Houston,Mexican Dining & Bistro,391,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
161,Sullivan-Bradley,Chinese,3.5,$$$$,San Francisco,Chinese Dining & Bistro,1087,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
162,"Montgomery, White and Carter",Chinese,3.3,$$$$,Chicago,Chinese Dining & Bistro,426,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
163,Warner-Villanueva,Indian,4.4,$,New York,Indian Dining & Bistro,278,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
164,Gonzales Inc,Italian,3.5,$$$,San Francisco,Italian Dining & Bistro,1503,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
165,Cooper Group,American,4.1,$$$$,San Francisco,American Dining & Bistro,440,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
166,Johnson Inc,Mexican,4.1,$$,Chicago,Mexican Dining & Bistro,1124,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
167,"Calhoun, Meyer and Walters",Chinese,4.7,$,San Francisco,Chinese Dining & Bistro,1290,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
168,Bennett-Taylor,Italian,4.0,$$,Chicago,Italian Dining & Bistro,2138,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
169,Kent LLC,Indian,3.8,$$,Los Angeles,Indian Dining & Bistro,1027,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
170,"Stark, Ingram and Burns",French,2.8,$$$,Houston,French Dining & Bistro,691,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
171,"Scott, Johnson and Greene",Thai,2.8,$$,Los Angeles,Thai Dining & Bistro,2086,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
172,Perkins-Reyes,French,2.9,$$$,Chicago,French Dining & Bistro,1145,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
173,"Long, Myers and Choi",French,2.9,$$$$,Chicago,French Dining & Bistro,2087,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
174,"Hunt, Johnson and Gutierrez",Chinese,4.1,$,Los Angeles,Chinese Dining & Bistro,1817,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
175,Hood Group,Japanese,4.4,$$,New York,Japanese Dining & Bistro,929,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
176,Thomas and Sons,Japanese,3.8,$,New York,Japanese Dining & Bistro,536,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
177,"Ayala, Hernandez and Maldonado",Indian,4.6,$$,New York,Indian Dining & Bistro,547,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
178,Cummings Group,Mexican,5.0,$,Chicago,Mexican Dining & Bistro,1915,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
179,Diaz-Wu,Japanese,4.6,$$,San Francisco,Japanese Dining & Bistro,1601,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
180,Turner PLC,French,4.2,$$,Chicago,French Dining & Bistro,1884,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
181,Hunt-Richardson,Japanese,3.8,$$,San Francisco,Japanese Dining & Bistro,1833,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
182,"Medina, Wilson and Robinson",French,3.6,$$,Los Angeles,French Dining & Bistro,2062,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
183,"Johnson, Raymond and Conway",American,2.7,$$,Houston,American Dining & Bistro,371,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
184,"Jones, Jones and Gardner",Chinese,3.5,$$,San Francisco,Chinese Dining & Bistro,553,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
185,"Jones, Myers and Tran",Chinese,4.8,$$,New York,Chinese Dining & Bistro,398,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
186,Morton-Pacheco,Mexican,4.5,$$,Chicago,Mexican Dining & Bistro,1799,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
187,Waters LLC,Japanese,3.0,$$,Los Angeles,Japanese Dining & Bistro,1539,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
188,"Jennings, Aguilar and Jimenez",Japanese,3.7,$,New York,Japanese Dining & Bistro,597,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
189,Robinson Group,Thai,4.5,$$$,Los Angeles,Thai Dining & Bistro,1168,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
190,"Santos, Kelly and Davidson",Italian,2.7,$$,Houston,Italian Dining & Bistro,934,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
191,"Carpenter, Dunn and Myers",American,3.5,$$$,Chicago,American Dining & Bistro,929,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
192,Davis LLC,Chinese,4.6,$$,Chicago,Chinese Dining & Bistro,1987,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
193,"Obrien, Pearson and Young",American,3.5,$$,Houston,American Dining & Bistro,724,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
194,Grant Group,Chinese,2.7,$,Chicago,Chinese Dining & Bistro,1878,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
195,"Dougherty, Jordan and Solomon",American,3.9,$$$$,San Francisco,American Dining & Bistro,901,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
196,Douglas-Carter,Indian,4.7,$$$$,Los Angeles,Indian Dining & Bistro,1290,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
197,Reynolds-Marshall,French,4.0,$,New York,French Dining & Bistro,2044,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
198,Shelton Ltd,Chinese,3.1,$$$,Houston,Chinese Dining & Bistro,1173,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
199,Wolf Group,American,3.5,$$$$,San Francisco,American Dining & Bistro,458,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
200,Sanchez-Williams,Japanese,3.6,$,New York,Japanese Dining & Bistro,1965,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
201,"Wolfe, Jones and Chavez",Italian,3.9,$,New York,Italian Dining & Bistro,551,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
202,Gonzalez Ltd,Indian,4.4,$$$$,Houston,Indian Dining & Bistro,357,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
203,"Padilla, Neal and Duncan",Indian,2.7,$$$,San Francisco,Indian Dining & Bistro,210,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
204,Brown and Sons,Italian,4.7,$,New York,Italian Dining & Bistro,532,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
205,Rodriguez-Evans,American,2.5,$$,New York,American Dining & Bistro,1118,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
206,Huerta LLC,Japanese,3.4,$$$,San Francisco,Japanese Dining & Bistro,831,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
207,Choi PLC,Mexican,2.6,$$$,Chicago,Mexican Dining & Bistro,1814,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
208,Hughes PLC,Italian,3.5,$$$$,New York,Italian Dining & Bistro,2139,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
209,"York, Smith and Duffy",American,3.8,$$$$,Los Angeles,American Dining & Bistro,2121,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
210,Klein-Taylor,Italian,3.8,$$,San Francisco,Italian Dining & Bistro,1025,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
211,"Lawson, Murphy and Williams",Italian,2.9,$,New York,Italian Dining & Bistro,1792,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
212,"Dyer, Carney and Thomas",Chinese,4.1,$$$$,Houston,Chinese Dining & Bistro,390,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
213,Davis-Gilbert,American,2.6,$$$$,Los Angeles,American Dining & Bistro,824,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
214,Salazar-Davis,Mexican,4.4,$$$,New York,Mexican Dining & Bistro,1702,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
215,Zhang and Sons,French,4.9,$$$$,Los Angeles,French Dining & Bistro,158,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
216,"Hicks, Roberts and Griffin",Chinese,3.3,$$$$,Los Angeles,Chinese Dining & Bistro,1749,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
217,Ramirez-Frank,Italian,3.8,$$$$,Chicago,Italian Dining & Bistro,1236,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
218,Perez PLC,French,3.4,$$$$,Los Angeles,French Dining & Bistro,2013,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
219,Calderon and Sons,Thai,2.5,$$$,Chicago,Thai Dining & Bistro,1318,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
220,"Graham, Hall and Hancock",French,3.5,$$,San Francisco,French Dining & Bistro,1882,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
221,Ramsey and Sons,Italian,4.5,$$,Chicago,Italian Dining & Bistro,2143,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
222,Phelps-Gilmore,Italian,4.0,$,Houston,Italian Dining & Bistro,784,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
223,Price-Smith,Japanese,2.8,$$$$,New York,Japanese Dining & Bistro,927,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
224,Peck Inc,American,4.6,$$$,San Francisco,American Dining & Bistro,1365,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
225,Lowe Group,American,3.8,$,San Francisco,American Dining & Bistro,1041,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
226,"Reynolds, Scott and Santos",Chinese,4.6,$,Houston,Chinese Dining & Bistro,389,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
227,"Hicks, Brown and Matthews",Mexican,4.0,$$,Chicago,Mexican Dining & Bistro,399,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
228,Lee and Sons,Chinese,3.9,$$$,New York,Chinese Dining & Bistro,1434,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
229,"Snyder, Rodriguez and Luna",Indian,2.8,$$$,Chicago,Indian Dining & Bistro,384,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
230,Perez Group,Italian,2.9,$$$,Los Angeles,Italian Dining & Bistro,355,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
231,Shannon-Hicks,French,4.9,$$,Chicago,French Dining & Bistro,2102,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
232,"Bass, Spears and Brooks",Thai,3.1,$$,San Francisco,Thai Dining & Bistro,794,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
233,"Horton, Smith and Johnson",Italian,4.9,$$,New York,Italian Dining & Bistro,382,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
234,"Morrow, Williams and Snyder",Italian,3.8,$$,Chicago,Italian Dining & Bistro,478,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
235,Perry-Medina,Chinese,2.8,$$,New York,Chinese Dining & Bistro,911,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
236,Stephens PLC,Thai,2.7,$$$$,New York,Thai Dining & Bistro,430,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
237,Martinez-Nguyen,Thai,3.0,$$$$,Los Angeles,Thai Dining & Bistro,428,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
238,"Young, Davis and Dean",Thai,4.8,$$$,Los Angeles,Thai Dining & Bistro,1113,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
239,Stevens LLC,Chinese,3.5,$,San Francisco,Chinese Dining & Bistro,1803,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
240,Kim-Allen,Italian,3.5,$$$,Houston,Italian Dining & Bistro,641,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
241,"Mercer, Gray and Quinn",Chinese,3.3,$,New York,Chinese Dining & Bistro,1158,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
242,Hall-Nelson,American,2.9,$$,Houston,American Dining & Bistro,312,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
243,Anderson-Oconnor,American,3.7,$,San Francisco,American Dining & Bistro,485,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
244,"Underwood, Reed and Romero",Chinese,2.8,$$$,New York,Chinese Dining & Bistro,1867,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
245,Preston PLC,Thai,4.6,$$$,New York,Thai Dining & Bistro,1445,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
246,Cisneros Inc,Japanese,3.4,$,Houston,Japanese Dining & Bistro,1218,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
247,"Gutierrez, Hernandez and George",Italian,3.4,$$$$,Chicago,Italian Dining & Bistro,986,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
248,Miller PLC,Chinese,3.7,$$,Los Angeles,Chinese Dining & Bistro,1436,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
249,"Barnett, Lynch and Harris",Chinese,3.6,$$,Chicago,Chinese Dining & Bistro,1127,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
250,Lara Inc,Chinese,5.0,$$$,Houston,Chinese Dining & Bistro,1237,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
251,Smith-Davis,Japanese,3.9,$$$$,Los Angeles,Japanese Dining & Bistro,1771,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
252,Snyder Inc,Japanese,2.7,$,Chicago,Japanese Dining & Bistro,686,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
253,"Weaver, Weeks and Scott",Indian,4.0,$$,Los Angeles,Indian Dining & Bistro,1378,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
254,"Cook, Smith and Robinson",American,2.9,$$$$,New York,American Dining & Bistro,2022,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
255,Long-Allen,French,2.6,$$,Chicago,French Dining & Bistro,1445,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
256,Vance PLC,Thai,4.9,$$$$,Los Angeles,Thai Dining & Bistro,447,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
257,Carroll-Kim,Mexican,4.4,$$$$,Los Angeles,Mexican Dining & Bistro,188,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
258,Willis-Howard,Japanese,5.0,$$$,Los Angeles,Japanese Dining & Bistro,2027,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
259,Peterson PLC,French,3.7,$$,Chicago,French Dining & Bistro,559,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
260,Estrada-Hardin,Japanese,3.8,$,San Francisco,Japanese Dining & Bistro,450,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
261,"Daugherty, Christian and Bailey",Thai,2.9,$$$,Chicago,Thai Dining & Bistro,1023,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
262,Williams and Sons,Mexican,3.1,$$$,Houston,Mexican Dining & Bistro,1236,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
263,White LLC,Indian,4.6,$,Chicago,Indian Dining & Bistro,692,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
264,"Munoz, Jackson and Wall",Chinese,3.4,$$$,Los Angeles,Chinese Dining & Bistro,1579,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
265,Mullen and Sons,Indian,4.6,$$$$,New York,Indian Dining & Bistro,431,"Wine Pairings, Romantic Ambiance",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
266,Pruitt PLC,Japanese,4.3,$$$$,Chicago,Japanese Dining & Bistro,1150,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
267,Stout Group,Indian,2.9,$$,Chicago,Indian Dining & Bistro,1663,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=500&q=80
268,Brown PLC,French,3.8,$$,Los Angeles,French Dining & Bistro,1317,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
269,Owens-Cummings,Italian,4.2,$,New York,Italian Dining & Bistro,796,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&q=80
270,"Wolfe, Molina and Barnes",Japanese,3.1,$$,New York,Japanese Dining & Bistro,1944,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
271,Smith PLC,Japanese,4.6,$$$$,Houston,Japanese Dining & Bistro,1389,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&q=80
272,"Rivera, Price and Snow",French,3.9,$,Chicago,French Dining & Bistro,182,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
273,"Greer, Davis and Pierce",American,2.9,$,New York,American Dining & Bistro,1376,"Vegan Options, Work Friendly, WiFi",https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&q=80
274,Collins Inc,Mexican,4.0,$$,New York,Mexican Dining & Bistro,574,"WiFi, Outdoor Seating, Halal Certified",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
275,"Perez, Le and Boyd",Chinese,5.0,$$$$,San Francisco,Chinese Dining & Bistro,700,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1563245372-f21724e3856d?w=500&q=80
276,"Thompson, Stephens and Hill",French,2.9,$,San Francisco,French Dining & Bistro,1233,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500&q=80
277,Davis-Harris,Mexican,4.5,$$$$,New York,Mexican Dining & Bistro,622,"Live Music, Craft Soda, Outdoor Patio",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
278,Cain-Neal,Thai,3.0,$$$$,Houston,Thai Dining & Bistro,588,"Matcha Specials, Dog Friendly",https://images.unsplash.com/photo-1559314809-0d155014e29e?w=500&q=80
279,Garcia PLC,Mexican,4.5,$$$$,New York,Mexican Dining & Bistro,786,"Family Friendly, Open 24h, Local Favorites",https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&q=80
